1	5	999
2	93	629
3	186	987
4	162	2437
5	220	1948
6	131	2373
7	149	1026
8	245	1068
9	71	2406
11	327	1068
12	78	2441
13	354	158
15	363	295
16	8	310
17	112	2393
18	6	818
19	209	1120
20	111	1025
21	290	1068
22	208	2419
23	151	2409
24	73	2408
25	177	954
26	136	1026
27	193	987
28	360	1025
29	117	949
30	89	2373
31	46	2423
32	137	1026
33	232	1030
34	213	1026
35	158	917
36	116	2413
37	33	2438
38	265	629
39	364	1068
40	237	1068
42	8	2427
43	100	1030
44	8	295
45	112	2377
46	214	629
47	69	353
48	257	1068
51	370	89
52	354	2388
53	178	954
54	368	1068
55	294	1068
56	132	966
57	36	2418
58	151	1026
59	126	966
60	312	640
61	7	677
62	223	1948
64	1	669
65	16	1068
66	111	2422
67	242	1068
68	247	1068
69	79	2426
70	347	1068
71	351	158
72	171	1025
73	323	1068
74	322	1068
75	264	629
76	74	631
77	191	987
78	6	1194
80	30	640
81	342	1068
82	9	677
83	357	2389
84	57	1116
87	99	2398
88	8	1194
89	227	1948
90	163	2421
93	185	966
94	163	1026
95	145	1026
96	264	2373
97	97	2413
98	328	1068
99	213	2407
100	306	1068
101	167	2390
102	80	2426
103	98	629
104	225	2433
105	52	2423
106	359	2407
107	260	1068
108	6	295
109	331	1068
110	143	1026
112	146	1026
113	139	1026
114	308	1068
115	157	855
116	222	1948
117	345	1068
118	356	158
119	313	2380
120	95	2413
121	6	2427
122	99	2413
123	67	89
124	94	2413
125	14	1068
126	344	1068
127	160	1026
128	142	1026
129	265	2373
130	8	818
131	312	966
133	7	669
134	129	966
135	89	629
136	361	2430
137	127	966
138	184	961
139	1	677
140	6	310
141	122	966
142	169	1025
143	132	949
144	229	1948
145	276	803
146	112	2402
147	135	1026
148	131	2396
149	166	1025
150	291	1068
151	99	966
152	9	669
153	163	921
154	1	295
155	152	1026
156	202	987
157	286	1068
158	341	1068
159	172	954
160	9	818
162	88	2413
163	46	969
166	360	295
167	80	299
168	58	2420
169	114	2429
170	224	1948
171	8	669
172	24	987
173	47	969
174	91	629
175	353	1051
177	7	818
178	358	2407
179	204	299
180	208	2399
181	349	1068
182	130	966
183	72	2431
184	265	2378
185	265	74
186	99	2405
188	299	1068
189	160	917
190	197	986
191	355	1026
192	219	1948
193	182	1026
194	182	2428
195	6	677
196	140	1026
197	311	2392
198	9	1194
199	209	2374
200	153	1026
201	76	2381
202	1	310
203	329	1068
205	318	1068
206	155	855
207	305	1068
208	371	89
209	74	2403
210	36	89
211	264	74
212	7	1194
213	128	2373
214	166	353
215	121	966
216	170	2373
217	152	802
218	312	1025
219	1	2427
220	264	2378
221	103	631
222	118	949
223	2	999
224	52	969
225	248	1068
226	156	855
227	235	1068
228	82	2425
229	1	818
230	9	295
232	267	1068
233	170	2390
234	246	1068
235	124	966
236	158	1026
237	112	1116
238	100	629
239	75	966
240	8	677
241	203	299
242	26	2394
243	133	1026
244	181	954
245	350	1068
246	153	2373
247	189	987
248	85	629
249	10	999
250	12	999
251	7	295
252	338	1068
253	215	629
255	115	966
256	111	631
257	9	310
258	7	2427
259	168	2387
260	71	961
261	1	1194
262	121	949
263	352	1068
264	334	1068
265	79	299
266	6	669
267	81	299
268	92	2413
269	105	631
271	7	310
272	9	2427
273	302	1068
274	249	1068
276	355	1051
277	96	629
278	11	999
279	81	986
280	336	1068
281	274	803
282	316	1068
283	97	629
284	311	2395
285	41	2436
287	165	1025
288	365	1068
289	303	1068
290	293	1068
291	8	2125
292	218	89
293	132	2373
294	155	1026
295	281	1068
296	48	969
297	301	1068
298	28	969
299	126	2373
301	109	2416
302	287	1068
304	53	2423
305	221	1948
306	6	653
307	72	966
308	354	1051
309	100	538
310	333	1068
311	13	1068
312	192	987
313	111	2402
314	238	89
315	6	298
316	1	999
318	98	2413
319	209	2414
320	312	969
321	233	1068
322	6	694
323	15	1068
324	304	1068
327	131	966
328	119	949
329	6	1049
330	162	1026
331	90	2373
332	94	629
333	332	1068
334	4	999
335	99	629
336	348	1068
337	95	629
338	6	2391
339	261	1068
340	313	2390
341	351	1051
342	89	2411
343	120	949
344	314	1068
345	297	1068
346	102	631
347	280	1068
348	346	1068
349	185	2389
350	337	1068
351	312	2390
352	194	987
353	35	2382
354	8	186
355	104	631
356	320	1068
357	185	1116
359	187	987
360	7	999
362	51	969
363	300	1068
364	141	1026
365	207	2376
366	6	186
367	159	1026
368	263	74
370	88	74
371	84	629
372	170	1025
373	205	2407
374	106	631
375	120	2401
377	311	2387
378	129	2373
379	256	1068
380	50	969
381	93	2413
383	283	74
384	9	999
385	112	2422
386	127	2373
387	278	1068
388	71	1033
389	326	1068
390	8	2391
391	101	631
392	215	2405
393	134	1026
395	164	1025
396	8	1049
397	90	629
398	113	2429
