75	16	\N	\N	\N	\N	\N	Hirak ne’ebe mak kontra politika ida ne’e mak hanesan:	Militar Obrigatoriu: Pro-Kontra	Hirak ne’ebe mak kontra politika ida ne’e mak hanesan:	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/03/20/militar-obrigatoriu-pro-kontra/	http://www.fundasaunmahein.org/2012/03/20/militar-obrigatoriu-pro-kontra/	http://www.fundasaunmahein.org/2012/03/20/militar-obrigatoriu-pro-kontra/	\N	\N			\N	\N	\N
68	16	\N	\N	\N	\N	\N	The Launch of the 2012 Presidential Campaign	\N	The Launch of the 2012 Presidential Campaign	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/02/28/the-launch-of-the-2012-presidential-campaign/	\N	http://www.fundasaunmahein.org/2012/02/28/the-launch-of-the-2012-presidential-campaign/	\N	\N			\N	\N	\N
1242	335	Jornal Timor Post	Jornal Timor Post	\N	\N	\N	SIK Anti Jogu Ilegal	SIK Anti Jogu Ilegal	\N	\N	\N	publications/SIK_Anti_Jogu_Ilegal.pdf	publications/SIK_Anti_Jogu_Ilegal.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
1176	325	Jornal Timor Post	Jornal Timor Post	\N	\N	\N	Mantein Buka Mauk Moruk	Mantein Buka Mauk Moruk	\N	\N	\N	publications/Mantein_Buka_Mauk_Moruk.pdf	publications/Mantein_Buka_Mauk_Moruk.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
167	17	\N	\N	\N	\N	\N	FM Outreach Fevereiru 2013	FM Outreach Fevereiru 2013	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2013/03/20/fm-outreach-fevereiru-2013/	http://www.fundasaunmahein.org/2013/03/20/fm-outreach-fevereiru-2013/	\N	\N	\N	\N	\N	\N	\N	\N
151	16	\N	\N	\N	\N	\N	Naroman Foun sei Mosu iha Uatolari	Naroman Foun sei Mosu iha Uatolari	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/11/13/naroman-foun-sei-mosu-iha-uatolari/	http://www.fundasaunmahein.org/2012/11/13/naroman-foun-sei-mosu-iha-uatolari/	\N	\N	\N			\N	\N	\N
221	18	\N	\N	\N	\N	\N	Petty Corruption in the PNTL	\N	Petty Corruption in the PNTL	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2014/05/26/petty-corruption-in-the-pntl/	\N	http://www.fundasaunmahein.org/2014/05/26/petty-corruption-in-the-pntl/	\N	\N			\N	\N	\N
791	260	www.jndiario.com/2015/05/07	www.jndiario.com/2015/05/07	\N	\N	\N	Aprosima MM, L-7 Husu Retira KOK	Aprosima MM, L-7 Husu Retira KOK	\N	\N	\N							\N	\N	\N	\N	http://www.jndiario.com/2015/05/07/aprosima-mm-l-7-husu-retira-kok/	http://www.jndiario.com/2015/05/07/aprosima-mm-l-7-husu-retira-kok/	\N	\N	\N			\N	\N	\N
67	16	\N	\N	\N	\N	\N	An East Timorese son with the Australian forces in World War II	Timor Oan ho Forsa Australianu iha II Guerra Mundial	An East Timorese son with the Australian forces in World War II	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/02/27/timor-oan-ho-forsa-australianu-iha-ii-guerra-mundial/	http://www.fundasaunmahein.org/2012/02/27/timor-oan-ho-forsa-australianu-iha-ii-guerra-mundial/	http://www.fundasaunmahein.org/2012/02/27/timor-oan-ho-forsa-australianu-iha-ii-guerra-mundial/	\N	\N			\N	\N	\N
66	16	\N	\N	\N	\N	\N	PNTL commander accentuates the rise of violence	Komandu PNTL Haforsa Numeru Violensia	PNTL commander accentuates the rise of violence	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/02/23/komandu-pntl-haforsa-numeru-violensia/	http://www.fundasaunmahein.org/2012/02/23/komandu-pntl-haforsa-numeru-violensia/	http://www.fundasaunmahein.org/2012/02/23/komandu-pntl-haforsa-numeru-violensia/	\N	\N			\N	\N	\N
85	16	\N	\N	\N	\N	\N	Rumoris Potensial Hamosu Pániku no Instabilidade	Rumoris Potensial Hamosu Pániku no Instabilidade	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/04/13/rumoris-potensial-hamosu-paniku-no-instabilidade/	http://www.fundasaunmahein.org/2012/04/13/rumoris-potensial-hamosu-paniku-no-instabilidade/	\N	\N	\N	\N	\N	\N	\N	\N
90	16	\N	\N	\N	\N	\N	FM Radio Talk Show: Papel Polisia Komunitaria	FM Radio Talk Show: Papel Polisia Komunitaria	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/04/26/fm-radio-talk-show-papel-polisia-komunitaria/	http://www.fundasaunmahein.org/2012/04/26/fm-radio-talk-show-papel-polisia-komunitaria/	\N	\N	\N	\N	\N	\N	\N	\N
1008	298	Jornal Nacional Diario	Jornal Nacional Diario	\N	\N	\N	Konflitu Joventude Fatuhada Hakotu Ho Dialogu	Konflitu Joventude Fatuhada Hakotu Ho Dialogu	\N	\N	\N	publications/Konflitu_Joventude_Fatuhada_Hakotu_Ho_Dialogu.pdf	publications/Konflitu_Joventude_Fatuhada_Hakotu_Ho_Dialogu.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
93	16	\N	\N	\N	\N	\N	FM Radio Talk Show: Vizaun no Misaun Fundasaun Mahein (FM)	FM Radio Talk Show: Vizaun no Misaun Fundasaun Mahein (FM)	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/05/14/fm-radio-talk-show-vizaun-no-misaun-fundasaun-mahein-fm/	http://www.fundasaunmahein.org/2012/05/14/fm-radio-talk-show-vizaun-no-misaun-fundasaun-mahein-fm/	\N	\N	\N	\N	\N	\N	\N	\N
100	16	\N	\N	\N	\N	\N	FM Outreach May 2012	FM Outreach May 2012	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/06/01/fm-outreach-may-2012/	http://www.fundasaunmahein.org/2012/06/01/fm-outreach-may-2012/	\N	\N	\N	\N	\N	\N	\N	\N
1167	324	Timor Hau Nia Doben	Timor Hau Nia Doben	\N	\N	\N	Deskonfia Lori Aimoruk ba Mauk Moruk KOK Hurlele Pesoal Mediku 	Deskonfia Lori Aimoruk ba Mauk Moruk KOK Hurlele Pesoal Mediku 	\N	\N	\N							\N	\N	\N	\N	http://www.timorhauniandoben.com/2015/07/deskonfia-lori-aimoruk-ba-mauk-moruk.html	http://www.timorhauniandoben.com/2015/07/deskonfia-lori-aimoruk-ba-mauk-moruk.html	\N	\N	\N			\N	\N	\N
697	249	Jornal Timor Post	Jornal Timor Post	\N	\N	\N	PSIK Laiha Nehan	PSIK Laiha Nehan	\N	\N	\N	publications/PSIK_Laiha_Nehan.pdf	publications/PSIK_Laiha_Nehan.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
1105	318	Jornal Timor Post	Jornal Timor Post	\N	\N	\N	PNTL Kontinua Buka Tuir Kilat Lakon Iha Krize 2006	PNTL Kontinua Buka Tuir Kilat Lakon Iha Krize 2006	\N	\N	\N	publications/PNTL_Kontinua_Buka_Tuir_Kilat_Lakon_Iha_Krize_2006.pdf	publications/PNTL_Kontinua_Buka_Tuir_Kilat_Lakon_Iha_Krize_2006.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
837	268	Timor Hau Nia Doben	Timor Hau Nia Doben	\N	\N	\N	Sabino Ho Nia Membru 47 Entrega-An – Julio Hornai Responde L-7	Sabino Ho Nia Membru 47 Entrega-An – Julio Hornai Responde L-7	\N	\N	\N							\N	\N	\N	\N	http://www.timorhauniandoben.com/2015/05/sabino-ho-nia-membru-47-entrega-julio.html	http://www.timorhauniandoben.com/2015/05/sabino-ho-nia-membru-47-entrega-julio.html	\N	\N	\N			\N	\N	\N
848	278	\N	\N	\N	\N	\N	Ajuda Efikasia Iha Seitor Seguransa	Ajuda Efikasia Iha Seitor Seguransa	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2015/02/11/ajuda-efikasia-iha-seitor-seguransa/	http://www.fundasaunmahein.org/2015/02/11/ajuda-efikasia-iha-seitor-seguransa/	\N	\N	\N			\N	\N	\N
978	295	Jornal Nacional Diario	Jornal Nacional Diario	\N	\N	\N	Problemas Veternus Aumenta	Problemas Veternus Aumenta	\N	\N	\N	publications/Problemas_Veternus_Aumenta.pdf	publications/Problemas_Veternus_Aumenta.pdf				publication_covers/Problemas_Veternus_Aumenta_IfHWXs9.jpg	publication_covers/Problemas_Veternus_Aumenta_IfHWXs9.jpg				\N	\N	\N	\N	\N			\N	\N	\N
1344	65	\N	\N	\N	\N	\N	Revista Situsaun: Janeiru 2016	Revista Situsaun: Janeiru 2016	\N	\N	\N	publications/RevSit_Jan-16_Tet_Final-1.pdf	publications/RevSit_Jan-16_Tet_Final-1.pdf				publication_covers/RevSit_Jan-16_Tet_Final-1.jpg	publication_covers/RevSit_Jan-16_Tet_Final-1.jpg				\N	\N	\N	\N	\N			\N	\N	\N
1345	65	\N	\N	\N	\N	\N	Revista Situsaun: Fevereiru 2016	Revista Situsaun: Fevereiru 2016	\N	\N	\N	publications/RevSit_Fev-16_Tet_Final.pdf	publications/RevSit_Fev-16_Tet_Final.pdf				publication_covers/RevSit_Fev-16_Tet_Final.jpg	publication_covers/RevSit_Fev-16_Tet_Final.jpg				\N	\N	\N	\N	\N			\N	\N	\N
1343	65	\N	\N	\N	\N	\N	Revista Situasaun: Outubru 2015	Revista Situasaun: Outubru 2015	\N	\N	\N	publications/RevSit_Out-15_Tet_Final.pdf	publications/RevSit_Out-15_Tet_Final.pdf				publication_covers/RevSit_Out-15_Tet_Final.jpg	publication_covers/RevSit_Out-15_Tet_Final.jpg				\N	\N	\N	\N	\N			\N	\N	\N
1107	318	Jornal Suara Timor Lorosae	Jornal Suara Timor Lorosae	\N	\N	\N	Polisia Tranzitu Kontinua Cek Point	Polisia Tranzitu Kontinua Cek Point	\N	\N	\N	publications/Polisia_Tranzitu_Kontinua_Cek_Point.pdf	publications/Polisia_Tranzitu_Kontinua_Cek_Point.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
150	16	\N	\N	\N	\N	\N	What is the g7plus?	\N	What is the g7plus?	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/10/24/what-is-the-g7plus/	\N	http://www.fundasaunmahein.org/2012/10/24/what-is-the-g7plus/	\N	\N			\N	\N	\N
53	16	\N	\N	\N	\N	\N	Eleisaun 2012: Paktu Unidade Nasional	Eleisaun 2012: Paktu Unidade Nasional	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/01/18/eleisaun-2012-paktu-unidade-nasional/	http://www.fundasaunmahein.org/2012/01/18/eleisaun-2012-paktu-unidade-nasional/	\N	\N	\N	\N	\N	\N	\N	\N
138	16	\N	\N	\N	\N	\N	13th Anniversary of Referendum Day	\N	13th Anniversary of Referendum Day	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/08/29/12th-anniversary-of-referendum-day/	\N	http://www.fundasaunmahein.org/2012/08/29/12th-anniversary-of-referendum-day/	\N	\N			\N	\N	\N
180	17	\N	\N	\N	\N	\N	FM Outreach Fulan Jullu 2013	FM Outreach Fulan Jullu 2013	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2013/08/19/fm-outreach-fulan-jullu-2013/	http://www.fundasaunmahein.org/2013/08/19/fm-outreach-fulan-jullu-2013/	\N	\N	\N	\N	\N	\N	\N	\N
107	16	\N	\N	\N	\N	\N	PNTL Police Brutality Continues	\N	PNTL Police Brutality Continues	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/06/19/pntl-police-brutality-continues/	\N	http://www.fundasaunmahein.org/2012/06/19/pntl-police-brutality-continues/	\N	\N			\N	\N	\N
183	17	\N	\N	\N	\N	\N	FM Outreach Fulan Agostu 2013	FM Outreach Fulan Agostu 2013	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2013/09/12/fm-outreach-fulan-agostu-2013/	http://www.fundasaunmahein.org/2013/09/12/fm-outreach-fulan-agostu-2013/	\N	\N	\N	\N	\N	\N	\N	\N
934	287	Jornal Nacional Diario	Jornal Nacional Diario	\N	\N	\N	KOK La Halimar Ona Ho MM – Pedidu Dialogu La Vale	KOK La Halimar Ona Ho MM – Pedidu Dialogu La Vale	\N	\N	\N							\N	\N	\N	\N	http://www.jndiario.com/2015/05/19/kok-la-halimar-ona-ho-mm-pedidu-dialogu-la-vale/	http://www.jndiario.com/2015/05/19/kok-la-halimar-ona-ho-mm-pedidu-dialogu-la-vale/	\N	\N	\N			\N	\N	\N
69	16	\N	\N	\N	\N	\N	The Proclaimer of our Nation Passes Away	\N	The Proclaimer of our Nation Passes Away	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/03/06/1987/	\N	http://www.fundasaunmahein.org/2012/03/06/1987/	\N	\N			\N	\N	\N
633	239	Jornal Suara Timor Lorosae	Jornal Suara Timor Lorosae	\N	\N	\N		Tribunal Julga Oknum Polisia Naok Kombustivel				publications/Tribunal_Julga_Oknum_Polisia_Naok_Kombustivel.pdf	publications/Tribunal_Julga_Oknum_Polisia_Naok_Kombustivel.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
1254	337	Jornal Timor Post	Jornal Timor Post	\N	\N	\N	Idozu Invalidu Iha Baucau Hahu Simu subsidiu	Idozu Invalidu Iha Baucau Hahu Simu subsidiu	\N	\N	\N	publications/Idozu_Invalidu_Iha_Baucau_Hahu_Simu_subsidiu.pdf	publications/Idozu_Invalidu_Iha_Baucau_Hahu_Simu_subsidiu.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
1118	320	Timor Hau Nia Doben	Timor Hau Nia Doben	\N	\N	\N	Soldadu ida hetan kanek bainhira tirumalu ho grupu ilegál 	Soldadu ida hetan kanek bainhira tirumalu ho grupu ilegál 	\N	\N	\N							\N	\N	\N	\N	http://www.timorhauniandoben.com/2015/06/soldadu-ida-hetan-kanek-bainhira.html	http://www.timorhauniandoben.com/2015/06/soldadu-ida-hetan-kanek-bainhira.html	\N	\N	\N			\N	\N	\N
1264	341	Jornal Timor Post	Jornal Timor Post	\N	\N	\N	Kazu MM Separa Politika ho Justisa	Kazu MM Separa Politika ho Justisa	\N	\N	\N	publications/Kazu_MM_Separa_Politika_ho_Justisa.pdf	publications/Kazu_MM_Separa_Politika_ho_Justisa.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
1184	326	Jornal Timor Post	Jornal Timor Post	\N	\N	\N	Primeira Dama Entrega Servisu Promosaun ba PNTL	Primeira Dama Entrega Servisu Promosaun ba PNTL	\N	\N	\N	publications/Primeira_Dama_Entrega_Servisu_Promosaun_ba_PNTL.pdf	publications/Primeira_Dama_Entrega_Servisu_Promosaun_ba_PNTL.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
1256	339	Jornal INDEPENDENTE	Jornal INDEPENDENTE	\N	\N	\N	Janeiru-Jullu Migrasaun Kaptura Ema Estranjeiru Nain 1.003	Janeiru-Jullu Migrasaun Kaptura Ema Estranjeiru Nain 1.003	\N	\N	\N	publications/Janeiru-Jullu_Migrasaun_Kaptura_Ema_Estranjeiru_Nain_1.003.pdf	publications/Janeiru-Jullu_Migrasaun_Kaptura_Ema_Estranjeiru_Nain_1.003.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
698	249	Jornal Timor Post	Jornal Timor Post	\N	\N	\N	Peritus Kriminologi PNTL	Peritus Kriminologi PNTL	\N	\N	\N	publications/Peritus_Kriminologi_PNTL.pdf	publications/Peritus_Kriminologi_PNTL.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
635	241	Jornal Timor Post	Jornal Timor Post	\N	\N	\N		KOK Viola Direitus Umanus				publications/KOK_Viola_Direitus_Umanus.pdf	publications/KOK_Viola_Direitus_Umanus.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
73	16	\N	\N	\N	\N	\N	Political Wrap Up in Presidential Election	Sumariu Politika Timor-Leste iha Eleisaun Prezidensial	Political Wrap Up in Presidential Election	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/03/19/sumariu-politika-timor-leste-iha-elisaun-prezidensial/	http://www.fundasaunmahein.org/2012/03/19/sumariu-politika-timor-leste-iha-elisaun-prezidensial/	http://www.fundasaunmahein.org/2012/03/19/sumariu-politika-timor-leste-iha-elisaun-prezidensial/	\N	\N			\N	\N	\N
72	16	\N	\N	\N	\N	\N	Border Report: From Balide, To Britain Then Back To Batugade	\N	Border Report: From Balide, To Britain Then Back To Batugade	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2012/03/16/border-report-from-balide-to-britain-then-back-to-batugade/	\N	http://www.fundasaunmahein.org/2012/03/16/border-report-from-balide-to-britain-then-back-to-batugade/	\N	\N			\N	\N	\N
1031	303	Jornal INDEPENDENTE	Jornal INDEPENDENTE	\N	\N	\N	L 7 Hakarak Halo Manifestasaun	L 7 Hakarak Halo Manifestasaun	\N	\N	\N	publications/L_7_Hakarak_Halo_Manifestasaun.pdf	publications/L_7_Hakarak_Halo_Manifestasaun.pdf					\N	\N	\N	\N	\N	\N	\N	\N	\N			\N	\N	\N
173	17	\N	\N	\N	\N	\N	FM Outreach Maiu 2013	FM Outreach Maiu 2013	\N	\N	\N							\N	\N	\N	\N	http://www.fundasaunmahein.org/2013/06/15/fm-outreach-maiu-2013/	http://www.fundasaunmahein.org/2013/06/15/fm-outreach-maiu-2013/	\N	\N	\N	\N	\N	\N	\N	\N
